Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2001","2001","0.1 g/An","15726","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2002","2002","0.1 g/An","15710","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2003","2003","0.1 g/An","15659","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2004","2004","0.1 g/An","15638","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2005","2005","0.1 g/An","15902","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2006","2006","0.1 g/An","16098","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2007","2007","0.1 g/An","16852","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2008","2008","0.1 g/An","12288","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2009","2009","0.1 g/An","12446","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2010","2010","0.1 g/An","13088","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2011","2011","0.1 g/An","13184","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2012","2012","0.1 g/An","13300","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2013","2013","0.1 g/An","13336","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2014","2014","0.1 g/An","14708","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2015","2015","0.1 g/An","14906","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2016","2016","0.1 g/An","15043","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2017","2017","0.1 g/An","15378","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2018","2018","0.1 g/An","15357","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2019","2019","0.1 g/An","15119","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2000","2000","100 g/An","59544","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2001","2001","100 g/An","58619","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2002","2002","100 g/An","57047","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2003","2003","100 g/An","59815","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2004","2004","100 g/An","55581","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2005","2005","100 g/An","56940","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2006","2006","100 g/An","54792","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2007","2007","100 g/An","56475","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2008","2008","100 g/An","54032","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2009","2009","100 g/An","55027","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2010","2010","100 g/An","59782","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2011","2011","100 g/An","61892","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2012","2012","100 g/An","61610","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2013","2013","100 g/An","73361","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2014","2014","100 g/An","69544","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2015","2015","100 g/An","73725","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2016","2016","100 g/An","71390","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5420","Yield","F1780","Milk, Total","2017","2017","100 g/An","75960","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2000","2000","100 g/An","206","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2001","2001","100 g/An","222","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2002","2002","100 g/An","198","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2003","2003","100 g/An","184","E","Estimated value",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2004","2004","100 g/An","196","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2005","2005","100 g/An","206","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2006","2006","100 g/An","202","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2007","2007","100 g/An","198","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2008","2008","100 g/An","191","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2009","2009","100 g/An","202","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2010","2010","100 g/An","180","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2011","2011","100 g/An","183","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2012","2012","100 g/An","175","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2013","2013","100 g/An","188","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2014","2014","100 g/An","199","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2015","2015","100 g/An","194","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2016","2016","100 g/An","196","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2017","2017","100 g/An","209","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2018","2018","100 g/An","209","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2019","2019","100 g/An","218","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2020","2020","100 g/An","214","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5417","Yield/Carcass Weight","F1807","Sheep and Goat Meat","2021","2021","100 g/An","213","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2000","2000","kg/ha","29153.7","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2001","2001","kg/ha","28576.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2002","2002","kg/ha","29248.9","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2003","2003","kg/ha","29556.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2004","2004","kg/ha","31832.8","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2005","2005","kg/ha","30242.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2006","2006","kg/ha","30609","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2007","2007","kg/ha","31292.8","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2008","2008","kg/ha","31586.4","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2009","2009","kg/ha","32722.5","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2010","2010","kg/ha","32822","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2011","2011","kg/ha","32063.1","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2012","2012","kg/ha","32411.9","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2013","2013","kg/ha","33911","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2014","2014","kg/ha","33846.2","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2015","2015","kg/ha","30463.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2016","2016","kg/ha","31988.9","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2017","2017","kg/ha","31256.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2018","2018","kg/ha","31466.6","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2019","2019","kg/ha","33348.8","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2020","2020","kg/ha","32160.8","A","Official figure",""
"QCL","Crops and livestock products","056","Belgium","5412","Yield","F1735","Vegetables Primary","2021","2021","kg/ha","35996.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2000","2000","kg/ha","2676.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2001","2001","kg/ha","3185.9","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2002","2002","kg/ha","3115.9","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2003","2003","kg/ha","1940","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2004","2004","kg/ha","3590","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2005","2005","kg/ha","2487","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2006","2006","kg/ha","2941.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2007","2007","kg/ha","2246.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2008","2008","kg/ha","3943.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2009","2009","kg/ha","3321.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2010","2010","kg/ha","3396.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2011","2011","kg/ha","3950","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2012","2012","kg/ha","3457.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2013","2013","kg/ha","3691","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2014","2014","kg/ha","3969.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2015","2015","kg/ha","3966.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2016","2016","kg/ha","4316.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2017","2017","kg/ha","4637.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2018","2018","kg/ha","4332.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2019","2019","kg/ha","5026.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2020","2020","kg/ha","4331","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0115","Barley","2021","2021","kg/ha","5574.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2000","2000","kg/ha","7526.2","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2001","2001","kg/ha","12392.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2002","2002","kg/ha","12089.4","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2003","2003","kg/ha","15131.2","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2004","2004","kg/ha","18685.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2005","2005","kg/ha","15644.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2006","2006","kg/ha","15775.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2007","2007","kg/ha","13319.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2008","2008","kg/ha","16261.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2009","2009","kg/ha","16550.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2010","2010","kg/ha","18196.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2011","2011","kg/ha","14323.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2012","2012","kg/ha","10151.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2013","2013","kg/ha","14612.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2014","2014","kg/ha","13005","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2015","2015","kg/ha","14963.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2016","2016","kg/ha","15184.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2017","2017","kg/ha","17789.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2018","2018","kg/ha","18559.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2019","2019","kg/ha","21249.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2020","2020","kg/ha","19329.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","01510","Potatoes","2021","2021","kg/ha","17948.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2000","2000","kg/ha","2842.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2001","2001","kg/ha","3008.1","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2002","2002","kg/ha","3012.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2003","2003","kg/ha","2382.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2004","2004","kg/ha","3810","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2005","2005","kg/ha","3156.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2006","2006","kg/ha","3402.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2007","2007","kg/ha","2197.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2008","2008","kg/ha","4167.4","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2009","2009","kg/ha","3187.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2010","2010","kg/ha","3618.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2011","2011","kg/ha","3919.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2012","2012","kg/ha","3759.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2013","2013","kg/ha","4188.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2014","2014","kg/ha","4217.2","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2015","2015","kg/ha","4531.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2016","2016","kg/ha","4748.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2017","2017","kg/ha","5358.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2018","2018","kg/ha","4912.9","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2019","2019","kg/ha","5272.2","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2020","2020","kg/ha","4039.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","0111","Wheat","2021","2021","kg/ha","6087.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2000","2000","100 g/An","1807","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2001","2001","100 g/An","1352","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2002","2002","100 g/An","1435","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2003","2003","100 g/An","1618","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2004","2004","100 g/An","1373","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2005","2005","100 g/An","1430","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2006","2006","100 g/An","1399","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2007","2007","100 g/An","1500","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2008","2008","100 g/An","1474","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2009","2009","100 g/An","1486","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2010","2010","100 g/An","1420","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2011","2011","100 g/An","1419","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2012","2012","100 g/An","1430","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2013","2013","100 g/An","1456","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2014","2014","100 g/An","1363","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2015","2015","100 g/An","1352","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2016","2016","100 g/An","929","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2017","2017","100 g/An","1456","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2018","2018","100 g/An","1458","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2019","2019","100 g/An","1517","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2020","2020","100 g/An","1511","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2021","2021","100 g/An","1561","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2000","2000","kg/ha","2459.9","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2001","2001","kg/ha","2898.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2002","2002","kg/ha","3156.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2003","2003","kg/ha","2371.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2004","2004","kg/ha","4077.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2005","2005","kg/ha","3387","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2006","2006","kg/ha","3572.5","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2007","2007","kg/ha","2523.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2008","2008","kg/ha","4094.3","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2009","2009","kg/ha","3413","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2010","2010","kg/ha","4031","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2011","2011","kg/ha","4251.2","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2012","2012","kg/ha","3671.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2013","2013","kg/ha","4561","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2014","2014","kg/ha","4860.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2015","2015","kg/ha","4669.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2016","2016","kg/ha","4817.8","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2017","2017","kg/ha","5479.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2018","2018","kg/ha","5561.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2019","2019","kg/ha","5774.7","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2020","2020","kg/ha","4373.4","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5412","Yield","F1717","Cereals, primary","2021","2021","kg/ha","5949.6","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2000","2000","100 mg/An","93673","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2001","2001","100 mg/An","98603","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2002","2002","100 mg/An","93844","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2003","2003","100 mg/An","132405","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2004","2004","100 mg/An","137716","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2005","2005","100 mg/An","128888","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2006","2006","100 mg/An","124584","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2007","2007","100 mg/An","112158","E","Estimated value",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2008","2008","100 mg/An","121080","A","Official figure",""
"QCL","Crops and livestock products","100","Bulgaria","5410","Yield","F1783","Eggs Primary","2009","2009","100 mg/An","119439","A","Official figure",""
