Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","246","Finland","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","4099.76","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","97878","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","99694","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","82448","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","74531","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","76099","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","78265","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","71612","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","77255","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","78577","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","63676","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","61903","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","61351.89","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","63844.29","A","Official figure","Official figure"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","66757.42","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","74873.62","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","66629.33","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","72076.25","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","70458.87","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","83983.13","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","54303.71","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","64789.22","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","250","France","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","69697.52","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","35273.17","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","33423.49","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","34431.72","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","35539.26","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","34930.37","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","36386.27","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","38540.15","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","40740.64","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","43413.01","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","39289.43","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","40832.42","A","Official figure","Taken from Eurostat sales database"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","44429.92","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","46204.26","A","Official figure","Official figure"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","43525.08","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","46078.29","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","47850.64","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","46889.4","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","48306.98","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","44960.61","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","45180.98","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","47973.6","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","276","Germany","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","48712.16","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","10627","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","10725","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","12753.66","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","12356.32","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","13144.98","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","13958.64","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","7505.3","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","7345.7","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","5130.8","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","3404.4","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","5607.7","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","8189.8","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","8002.2","A","Official figure","Official figure"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","10564.29","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","3907.84","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","4179.7","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","4706.65","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","4523.33","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","4860.47","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","4867.46","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","4901.42","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","300","Greece","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","4711.8","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","4151","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","5458","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","8231.5","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","8725.5","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","9940.5","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","9676","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","11523","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","11178","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","12084","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","11144","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","10299.5","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","8473.26","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","8141.23","A","Official figure","Official figure"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","7766.89","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","8999.08","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","9489.18","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","9763.86","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","9754.22","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","8535.05","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","7814.98","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","8679.09","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","348","Hungary","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","8878.59","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","1942.21","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","2333.67","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","2614.27","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","2719.41","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","2978.49","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","2624.89","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","2766.64","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","3083.02","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","2790.17","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","2268.1","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","2529.2","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","3713.76","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","2801.78","A","Official figure","Official figure"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","2913.01","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","3353.14","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","3503.61","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","3112.53","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","2942.02","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","2651.36","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","2971.77","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","2909.82","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","372","Ireland","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","3090.94","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","79447","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","75978","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","94211","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","86058","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","83810","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","84647","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","74349","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","80454","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","79643","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","74172","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","71613","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","70690","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","61889","A","Official figure","Official figure"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","55455.01","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","59235.42","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","63084.97","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","59963.87","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","56451.02","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","54038.54","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","48405.28","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","56372.59","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","380","Italy","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","50177.3","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","284.72","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","367.4","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","335.31","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","477.63","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","594.46","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","723.54","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","743.57","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","1113.49","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","1033","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","881.2","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","1027.5","A","Official figure","Official figure"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","1074.01","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","1281.04","X","Figure from international organizations","Figure from international organizations"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","1250.48","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","1422.56","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","1510.12","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","1724.62","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","1478.43","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","1586.99","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","1650.65","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","1900.41","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","428","Latvia","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","1984.43","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","688.06","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","726.09","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","792.6","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","847.2","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","1023.6","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","1048.5","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","1197","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","2722.82","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","2722.55","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","2748.8","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","1803.77","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","2062.34","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","2559.9","A","Official figure","Official figure"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","2661.91","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","2703.82","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","2788.52","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","3385.13","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","3056.46","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","2081.62","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","2351.99","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","2587.22","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","440","Lithuania","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","2612.9","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2001","2001","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2002","2002","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2003","2003","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2004","2004","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2005","2005","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2006","2006","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2007","2007","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2008","2008","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2009","2009","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2010","2010","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2011","2011","t","154.25","I","Imputed value","Imputed value"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2012","2012","t","203.17","A","Official figure","Official figure"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2013","2013","t","157","A","Official figure","Official figure"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2014","2014","t","143.68","A","Official figure","Official figure"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2015","2015","t","137.6","A","Official figure","Official figure"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2016","2016","t","203.38","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2017","2017","t","189.76","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2018","2018","t","160.31","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2019","2019","t","143.49","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2020","2020","t","147.01","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","442","Luxembourg","5157","Agricultural Use","1357","Pesticides (total)","2021","2021","t","129.7","X","Figure from international organizations","Eurostat"
"RP","Pesticides Use","470","Malta","5157","Agricultural Use","1357","Pesticides (total)","2000","2000","t","181.92","A","Official figure","Official figure"
