Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture and agrifood systems","203","Czechia","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","670.52","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","203","Czechia","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","664.41","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","203","Czechia","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","618.55","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","203","Czechia","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","571.42","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","346.23","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","337.27","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","311.51","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","310.96","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","318.95","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","329.32","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","327.99","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","338.81","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","292.8","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","276.08","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","254.33","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","247.13","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","260.88","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","259.44","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","262.51","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","282.77","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","269.67","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","264.59","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","276.38","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","278.5","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","263.59","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","208","Denmark","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","263.05","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","137.72","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","127.58","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","135.62","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","134.46","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","131.97","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","133.63","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","133.33","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","126.6","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","107.82","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","92.67","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","82.26","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","88.24","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","94.73","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","99.26","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","99.85","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","107.29","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","103.2","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","101.07","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","102.02","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","102.83","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","92.17","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","233","Estonia","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","86.24","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","423.7","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","416.07","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","416.99","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","394.24","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","378.51","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","381.46","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","372.56","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","373.03","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","349.67","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","322.91","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","314.32","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","317.77","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","312.33","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","308.35","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","305.75","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","304.81","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","295","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","284.81","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","294.23","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","306.62","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","276.7","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","246","Finland","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","303.01","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","3605.83","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","3622.26","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","3603.96","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","3478.15","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","3489.37","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","3405.32","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","3430.36","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","3387.4","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","2830.34","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","2945.89","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","2908.58","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","2960.09","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","2915.01","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","2991.89","E","Estimated value","Interpolated"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","2827.81","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","2899.44","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","2920.53","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","2877.91","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","2866.06","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","2853.07","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","2747.65","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","250","France","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","2774.11","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","4440.02","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","4380.83","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","4332.7","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","4089.57","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","4007.32","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","4214.61","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","4292.44","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","4395.89","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","3708.17","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","3610.7","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","3544.76","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","3594.37","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","3576.62","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","3496.04","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","3561.3","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","3509.89","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2016","2016","6199","Value","3044","FAO Model","1000 No","3462.59","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2017","2017","6199","Value","3044","FAO Model","1000 No","3464.05","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2018","2018","6199","Value","3044","FAO Model","1000 No","3449.33","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2019","2019","6199","Value","3044","FAO Model","1000 No","3389.82","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2020","2020","6199","Value","3044","FAO Model","1000 No","3026.14","E","Estimated value","Total AFS Employment includes only Agriculture"
"OEA","Employment Indicators: Agriculture and agrifood systems","276","Germany","21160","Total employment in agrifood systems (AFS)","1","Total","2021","2021","6199","Value","3044","FAO Model","1000 No","3057.96","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2000","2000","6199","Value","3044","FAO Model","1000 No","1547.6","E","Estimated value","ILOStat ISIC Rev. 4"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2001","2001","6199","Value","3044","FAO Model","1000 No","1474.47","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2002","2002","6199","Value","3044","FAO Model","1000 No","1449.1","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2003","2003","6199","Value","3044","FAO Model","1000 No","1437.41","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2004","2004","6199","Value","3044","FAO Model","1000 No","1279","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2005","2005","6199","Value","3044","FAO Model","1000 No","1309.6","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2006","2006","6199","Value","3044","FAO Model","1000 No","1293.72","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2007","2007","6199","Value","3044","FAO Model","1000 No","1262.26","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2008","2008","6199","Value","3044","FAO Model","1000 No","1158.39","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2009","2009","6199","Value","3044","FAO Model","1000 No","1186.75","E","Estimated value","Modelled FAO"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2010","2010","6199","Value","3044","FAO Model","1000 No","1180.51","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2011","2011","6199","Value","3044","FAO Model","1000 No","1092.92","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2012","2012","6199","Value","3044","FAO Model","1000 No","1007.65","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2013","2013","6199","Value","3044","FAO Model","1000 No","1008.77","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2014","2014","6199","Value","3044","FAO Model","1000 No","1032.15","E","Estimated value","Modelled using ISIC shares"
"OEA","Employment Indicators: Agriculture and agrifood systems","300","Greece","21160","Total employment in agrifood systems (AFS)","1","Total","2015","2015","6199","Value","3044","FAO Model","1000 No","1066.01","E","Estimated value","Modelled using ISIC shares"
